run_id,dataset,exposure,condition,seed,log_loss,auc,accuracy,n_predictions
junyi_warm_Standard_123,junyi,warm,Standard,123,0.4673040531642665,0.7858040876236818,0.7875624847065403,429105.0
junyi_warm_Standard_456,junyi,warm,Standard,456,0.4674802214813723,0.7855714654594333,0.7879959450484147,429105.0
junyi_warm_Standard_789,junyi,warm,Standard,789,0.4672328969573168,0.7861136919496041,0.787988953752578,429105.0
junyi_warm_LLM-Mini_2024,junyi,warm,LLM-Mini,2024,0.4673270285961515,0.7858657642550595,0.7884620314375269,429105.0
junyi_warm_LLM-Mini_42,junyi,warm,LLM-Mini,42,0.4672851627220236,0.7859883206577236,0.7884760140292003,429105.0
junyi_warm_LLM-Mini_123,junyi,warm,LLM-Mini,123,0.4684588976633729,0.7851917681714602,0.7874692674287179,429105.0
junyi_warm_LLM-Mini_456,junyi,warm,LLM-Mini,456,0.4675242931634859,0.7857693453853971,0.7871103809091015,429105.0
junyi_warm_LLM-Mini_789,junyi,warm,LLM-Mini,789,0.4672505168257753,0.785654747350852,0.7882499621304809,429105.0
junyi_warm_LLM-5.4_2024,junyi,warm,LLM-5.4,2024,0.4673227456050887,0.7858692950396042,0.7885272835320026,429105.0
junyi_warm_LLM-5.4_42,junyi,warm,LLM-5.4,42,0.4672823256490665,0.7859961172896475,0.7884200836625068,429105.0
junyi_warm_LLM-5.4_123,junyi,warm,LLM-5.4,123,0.468497528195149,0.7851406721418803,0.7874063457661877,429105.0
junyi_warm_LLM-5.4_456,junyi,warm,LLM-5.4,456,0.4675115464648948,0.7857813722363377,0.787187285163305,429105.0
junyi_warm_LLM-5.4_789,junyi,warm,LLM-5.4,789,0.4672613637769433,0.7856397523811165,0.788180049172114,429105.0
junyi_warm_Random-Scalar_2024,junyi,warm,Random-Scalar,2024,0.4673215547735763,0.7858800229605387,0.7885109705083837,429105.0
junyi_warm_Random-Scalar_42,junyi,warm,Random-Scalar,42,0.4673229805008642,0.7859547917723275,0.7885133009403293,429105.0
junyi_warm_Random-Scalar_123,junyi,warm,Random-Scalar,123,0.4685018838674861,0.785168022420155,0.7874622761328812,429105.0
junyi_warm_Random-Scalar_456,junyi,warm,Random-Scalar,456,0.4675223893130622,0.7857724821865364,0.7871173722049382,429105.0
junyi_warm_Random-Scalar_789,junyi,warm,Random-Scalar,789,0.4673781106236837,0.7855081305349174,0.7880914927581827,429105.0
junyi_warm_TrainEmpDiff_2024,junyi,warm,TrainEmpDiff,2024,0.4673123999110257,0.7858898465286782,0.7885109705083837,429105.0
junyi_warm_TrainEmpDiff_42,junyi,warm,TrainEmpDiff,42,0.4673148277825864,0.785948879507931,0.7884363966861258,429105.0
junyi_warm_TrainEmpDiff_123,junyi,warm,TrainEmpDiff,123,0.4685243723968822,0.7851301602834891,0.7874413022453712,429105.0
junyi_warm_TrainEmpDiff_456,junyi,warm,TrainEmpDiff,456,0.4674988524889855,0.7857948334464908,0.7871033896132649,429105.0
junyi_warm_TrainEmpDiff_789,junyi,warm,TrainEmpDiff,789,0.4672678046255585,0.7856241833390316,0.7881194579415295,429105.0
xes3g5m_0_Standard_2024,xes3g5m,0,Standard,2024,0.6961860355355604,0.4973309691840822,0.4944439640262885,231280.0
xes3g5m_0_Standard_42,xes3g5m,0,Standard,42,0.6757424101689945,0.4880171379110406,0.6080940850916637,231280.0
xes3g5m_0_Standard_123,xes3g5m,0,Standard,123,0.7391551572060231,0.4627082662655167,0.3186181252161881,231280.0
xes3g5m_0_Standard_456,xes3g5m,0,Standard,456,0.7064978080412834,0.5102312573837825,0.4402974749221722,231280.0
xes3g5m_0_Standard_789,xes3g5m,0,Standard,789,0.6557398682995228,0.5269258914954795,0.6983310273261847,231280.0
xes3g5m_0_LLM-Mini_2024,xes3g5m,0,LLM-Mini,2024,0.6597795345161244,0.4979021018495476,0.6718566240055344,231280.0
xes3g5m_0_LLM-Mini_42,xes3g5m,0,LLM-Mini,42,0.7376629774669203,0.4818297934408935,0.3203303355240401,231280.0
xes3g5m_0_LLM-Mini_123,xes3g5m,0,LLM-Mini,123,0.7026602023145344,0.4662703271876894,0.4619508820477343,231280.0
xes3g5m_0_LLM-Mini_456,xes3g5m,0,LLM-Mini,456,0.7162621460443068,0.5132713851133741,0.3909806295399515,231280.0
xes3g5m_0_LLM-Mini_789,xes3g5m,0,LLM-Mini,789,0.662135541647594,0.5217362756700055,0.6752940159114493,231280.0
xes3g5m_0_LLM-5.4_2024,xes3g5m,0,LLM-5.4,2024,0.6589672444157532,0.4978543325116593,0.675272397094431,231280.0
xes3g5m_0_LLM-5.4_42,xes3g5m,0,LLM-5.4,42,0.749307551306276,0.4823640563753452,0.2912876167416119,231280.0
xes3g5m_0_LLM-5.4_123,xes3g5m,0,LLM-5.4,123,0.6973561838804554,0.4657743334538932,0.4899472500864752,231280.0
xes3g5m_0_LLM-5.4_456,xes3g5m,0,LLM-5.4,456,0.7116645339489499,0.512632385216446,0.4131658595641646,231280.0
xes3g5m_0_LLM-5.4_789,xes3g5m,0,LLM-5.4,789,0.6691338039395464,0.5221949799110659,0.6465539605672778,231280.0
xes3g5m_0_Random-Scalar_2024,xes3g5m,0,Random-Scalar,2024,0.6600158222408424,0.4972048091730514,0.6713593912141128,231280.0
xes3g5m_0_Random-Scalar_42,xes3g5m,0,Random-Scalar,42,0.7344382509640488,0.4900361146296584,0.3286449325492909,231280.0
xes3g5m_0_Random-Scalar_123,xes3g5m,0,Random-Scalar,123,0.704154846042298,0.4618882128931805,0.4541767554479419,231280.0
xes3g5m_0_Random-Scalar_456,xes3g5m,0,Random-Scalar,456,0.7175666296221479,0.5094812683284373,0.3842744725008647,231280.0
xes3g5m_0_Random-Scalar_789,xes3g5m,0,Random-Scalar,789,0.6600747737387481,0.5277605244227338,0.684010722933241,231280.0
xes3g5m_0_TrainEmpDiff_2024,xes3g5m,0,TrainEmpDiff,2024,0.6606836276599922,0.4973309749371349,0.6687089242476651,231280.0
xes3g5m_0_TrainEmpDiff_42,xes3g5m,0,TrainEmpDiff,42,0.7250743353018779,0.4880171365387528,0.3565505015565548,231280.0
xes3g5m_0_TrainEmpDiff_123,xes3g5m,0,TrainEmpDiff,123,0.7085840534921094,0.4627082700129179,0.4324152542372881,231280.0
xes3g5m_0_TrainEmpDiff_456,xes3g5m,0,TrainEmpDiff,456,0.7213649171519677,0.510231255905934,0.3672215496368038,231280.0
xes3g5m_0_TrainEmpDiff_789,xes3g5m,0,TrainEmpDiff,789,0.6544858789937016,0.526925897406873,0.7041594603943272,231280.0
xes3g5m_1_Standard_2024,xes3g5m,1,Standard,2024,0.5478756118330927,0.5611197905821277,0.7699411968177101,231280.0
xes3g5m_1_Standard_42,xes3g5m,1,Standard,42,0.5624167678265515,0.5731786669640239,0.7699974057419579,231280.0
xes3g5m_1_Standard_123,xes3g5m,1,Standard,123,0.5680344826396408,0.5126315936702941,0.7698936354202698,231280.0
xes3g5m_1_Standard_456,xes3g5m,1,Standard,456,0.5577770285251936,0.5643436236277165,0.7697682462815635,231280.0
xes3g5m_1_Standard_789,xes3g5m,1,Standard,789,0.5451024356812143,0.5811342987780809,0.7700017295053615,231280.0
xes3g5m_1_LLM-Mini_2024,xes3g5m,1,LLM-Mini,2024,0.5415529996051542,0.5609133844593047,0.7699974057419579,231280.0
xes3g5m_1_LLM-Mini_42,xes3g5m,1,LLM-Mini,42,0.5685982094639837,0.566511570788873,0.7699974057419579,231280.0
xes3g5m_1_LLM-Mini_123,xes3g5m,1,LLM-Mini,123,0.5590389508001828,0.5128627039289917,0.7699974057419579,231280.0
xes3g5m_1_LLM-Mini_456,xes3g5m,1,LLM-Mini,456,0.5618976093124701,0.5613126794063407,0.7697725700449671,231280.0
xes3g5m_1_LLM-Mini_789,xes3g5m,1,LLM-Mini,789,0.5477114223040622,0.5738975318989813,0.7699887582151504,231280.0
xes3g5m_1_LLM-5.4_2024,xes3g5m,1,LLM-5.4,2024,0.5418028947917227,0.5611266785167764,0.7699974057419579,231280.0
xes3g5m_1_LLM-5.4_42,xes3g5m,1,LLM-5.4,42,0.5702783859733233,0.5686483810040291,0.7699974057419579,231280.0
xes3g5m_1_LLM-5.4_123,xes3g5m,1,LLM-5.4,123,0.5585887802219234,0.5127053218373372,0.7699974057419579,231280.0
xes3g5m_1_LLM-5.4_456,xes3g5m,1,LLM-5.4,456,0.5616166155004161,0.5612956810886364,0.7698028363887928,231280.0
xes3g5m_1_LLM-5.4_789,xes3g5m,1,LLM-5.4,789,0.5499405864208602,0.5747136531917831,0.7699887582151504,231280.0
xes3g5m_1_Random-Scalar_2024,xes3g5m,1,Random-Scalar,2024,0.5412973036610371,0.5621921278748008,0.7699974057419579,231280.0
xes3g5m_1_Random-Scalar_42,xes3g5m,1,Random-Scalar,42,0.5691147771693769,0.5751868003395663,0.7699974057419579,231280.0
xes3g5m_1_Random-Scalar_123,xes3g5m,1,Random-Scalar,123,0.5593780537909511,0.5113397101242086,0.7699974057419579,231280.0
xes3g5m_1_Random-Scalar_456,xes3g5m,1,Random-Scalar,456,0.562094924069898,0.5606257050672806,0.7697509512279488,231280.0
xes3g5m_1_Random-Scalar_789,xes3g5m,1,Random-Scalar,789,0.5461787125332781,0.5815864440113193,0.7700017295053615,231280.0
xes3g5m_1_TrainEmpDiff_2024,xes3g5m,1,TrainEmpDiff,2024,0.5417331231885748,0.561319236514072,0.7699974057419579,231280.0
xes3g5m_1_TrainEmpDiff_42,xes3g5m,1,TrainEmpDiff,42,0.5708039081185701,0.56840666417468,0.7699974057419579,231280.0
xes3g5m_1_TrainEmpDiff_123,xes3g5m,1,TrainEmpDiff,123,0.5590875940886596,0.5136253999470081,0.7699974057419579,231280.0
xes3g5m_1_TrainEmpDiff_456,xes3g5m,1,TrainEmpDiff,456,0.5619565769228567,0.5617767813830731,0.7697855413351782,231280.0
xes3g5m_1_TrainEmpDiff_789,xes3g5m,1,TrainEmpDiff,789,0.548371599093947,0.5725159383111564,0.7699887582151504,231280.0
xes3g5m_3_Standard_2024,xes3g5m,3,Standard,2024,0.5387746929999342,0.594452698101598,0.7699974057419579,231280.0
xes3g5m_3_Standard_42,xes3g5m,3,Standard,42,0.5381782907822594,0.5874240003469988,0.7699974057419579,231280.0
xes3g5m_3_Standard_123,xes3g5m,3,Standard,123,0.5383830134321205,0.5841053227921329,0.7700017295053615,231280.0
xes3g5m_3_Standard_456,xes3g5m,3,Standard,456,0.5406607375636755,0.5909216189513451,0.7699974057419579,231280.0
xes3g5m_3_Standard_789,xes3g5m,3,Standard,789,0.5369759089619704,0.598054429435818,0.7699974057419579,231280.0
xes3g5m_3_LLM-Mini_2024,xes3g5m,3,LLM-Mini,2024,0.5384144884053266,0.5928208950175484,0.7699844344517468,231280.0
xes3g5m_3_LLM-Mini_42,xes3g5m,3,LLM-Mini,42,0.5385745890605637,0.5829625344612142,0.7699930819785541,231280.0
xes3g5m_3_LLM-Mini_123,xes3g5m,3,LLM-Mini,123,0.5437457343844748,0.5869505999593386,0.7700017295053615,231280.0
xes3g5m_3_LLM-Mini_456,xes3g5m,3,LLM-Mini,456,0.5407326967330711,0.5894094814208107,0.7699974057419579,231280.0
xes3g5m_3_LLM-Mini_789,xes3g5m,3,LLM-Mini,789,0.5348997371851206,0.5902961929862883,0.7699930819785541,231280.0
xes3g5m_3_LLM-5.4_2024,xes3g5m,3,LLM-5.4,2024,0.5382285833665457,0.593599492367524,0.7699844344517468,231280.0
xes3g5m_3_LLM-5.4_42,xes3g5m,3,LLM-5.4,42,0.5379498199116081,0.5837413626194397,0.7699930819785541,231280.0
xes3g5m_3_LLM-5.4_123,xes3g5m,3,LLM-5.4,123,0.5437051357511443,0.5877111492442325,0.7700017295053615,231280.0
xes3g5m_3_LLM-5.4_456,xes3g5m,3,LLM-5.4,456,0.5406409172306074,0.5899236345333403,0.7699974057419579,231280.0
xes3g5m_3_LLM-5.4_789,xes3g5m,3,LLM-5.4,789,0.5344342672555441,0.591204481877136,0.7699974057419579,231280.0
xes3g5m_3_Random-Scalar_2024,xes3g5m,3,Random-Scalar,2024,0.538346547841918,0.5943668131537257,0.7699887582151504,231280.0
xes3g5m_3_Random-Scalar_42,xes3g5m,3,Random-Scalar,42,0.5382912563872264,0.588730245570926,0.7699930819785541,231280.0
xes3g5m_3_Random-Scalar_123,xes3g5m,3,Random-Scalar,123,0.543735304560827,0.5872574715349973,0.7700017295053615,231280.0
xes3g5m_3_Random-Scalar_456,xes3g5m,3,Random-Scalar,456,0.5407070051425727,0.590352348058165,0.7699974057419579,231280.0
xes3g5m_3_Random-Scalar_789,xes3g5m,3,Random-Scalar,789,0.5345650551224878,0.5933300306764643,0.7700017295053615,231280.0
xes3g5m_3_TrainEmpDiff_2024,xes3g5m,3,TrainEmpDiff,2024,0.5354853363156744,0.6044338632669812,0.7699714631615358,231280.0
xes3g5m_3_TrainEmpDiff_42,xes3g5m,3,TrainEmpDiff,42,0.537521596384671,0.5920195285102592,0.7699974057419579,231280.0
xes3g5m_3_TrainEmpDiff_123,xes3g5m,3,TrainEmpDiff,123,0.5408060991609518,0.6007406397114281,0.7700017295053615,231280.0
xes3g5m_3_TrainEmpDiff_456,xes3g5m,3,TrainEmpDiff,456,0.5387298269163321,0.6003783004745136,0.7699974057419579,231280.0
xes3g5m_3_TrainEmpDiff_789,xes3g5m,3,TrainEmpDiff,789,0.5328956153499267,0.5994132673780856,0.7700017295053615,231280.0
xes3g5m_5_Standard_2024,xes3g5m,5,Standard,2024,0.5308663509237123,0.6097360183554892,0.7699930819785541,231280.0
xes3g5m_5_Standard_42,xes3g5m,5,Standard,42,0.5289523394537816,0.6081378473533198,0.7700492909028018,231280.0
xes3g5m_5_Standard_123,xes3g5m,5,Standard,123,0.5307405431418561,0.6025727085110342,0.7699455205811138,231280.0
xes3g5m_5_Standard_456,xes3g5m,5,Standard,456,0.5337371321808538,0.6066894140609036,0.7700103770321688,231280.0
xes3g5m_5_Standard_789,xes3g5m,5,Standard,789,0.5319444319693475,0.6089519685366711,0.7700363196125908,231280.0
xes3g5m_5_LLM-Mini_2024,xes3g5m,5,LLM-Mini,2024,0.5299457367423106,0.6091745189919523,0.7699887582151504,231280.0
xes3g5m_5_LLM-Mini_42,xes3g5m,5,LLM-Mini,42,0.5325422334177914,0.6033584638196708,0.7700060532687651,231280.0
xes3g5m_5_LLM-Mini_123,xes3g5m,5,LLM-Mini,123,0.535422832001615,0.5986596281427861,0.7700017295053615,231280.0
xes3g5m_5_LLM-Mini_456,xes3g5m,5,LLM-Mini,456,0.5318755352130742,0.6055689931236585,0.7700190245589761,231280.0
xes3g5m_5_LLM-Mini_789,xes3g5m,5,LLM-Mini,789,0.5318273252757066,0.6050402743374296,0.7700276720857835,231280.0
xes3g5m_5_LLM-5.4_2024,xes3g5m,5,LLM-5.4,2024,0.5297674405328204,0.6100054423614151,0.7699974057419579,231280.0
xes3g5m_5_LLM-5.4_42,xes3g5m,5,LLM-5.4,42,0.5318687643130067,0.6043563152313207,0.7700103770321688,231280.0
xes3g5m_5_LLM-5.4_123,xes3g5m,5,LLM-5.4,123,0.5353000289374035,0.5994551983175815,0.7700017295053615,231280.0
xes3g5m_5_LLM-5.4_456,xes3g5m,5,LLM-5.4,456,0.5317721569245609,0.6062243842592859,0.7700233483223798,231280.0
xes3g5m_5_LLM-5.4_789,xes3g5m,5,LLM-5.4,789,0.5313732397810375,0.6057563838240702,0.7700579384296091,231280.0
xes3g5m_5_Random-Scalar_2024,xes3g5m,5,Random-Scalar,2024,0.5298460659834051,0.610291190047257,0.7699974057419579,231280.0
xes3g5m_5_Random-Scalar_42,xes3g5m,5,Random-Scalar,42,0.5320798252966368,0.6081423430208925,0.7700060532687651,231280.0
xes3g5m_5_Random-Scalar_123,xes3g5m,5,Random-Scalar,123,0.5354322227251591,0.5988921043556353,0.7700017295053615,231280.0
xes3g5m_5_Random-Scalar_456,xes3g5m,5,Random-Scalar,456,0.5318639616479546,0.6060841638931433,0.7700103770321688,231280.0
xes3g5m_5_Random-Scalar_789,xes3g5m,5,Random-Scalar,789,0.5316336551526178,0.6077686685285111,0.7700017295053615,231280.0
xes3g5m_5_TrainEmpDiff_2024,xes3g5m,5,TrainEmpDiff,2024,0.5258467840785511,0.6251381191956136,0.7699801106883432,231280.0
xes3g5m_5_TrainEmpDiff_42,xes3g5m,5,TrainEmpDiff,42,0.530095410874547,0.6161439021931647,0.7700147007955724,231280.0
xes3g5m_5_TrainEmpDiff_123,xes3g5m,5,TrainEmpDiff,123,0.5316771900674427,0.6160208216487097,0.7700017295053615,231280.0
xes3g5m_5_TrainEmpDiff_456,xes3g5m,5,TrainEmpDiff,456,0.5275394323689147,0.6223605544024716,0.7700406433759944,231280.0
xes3g5m_5_TrainEmpDiff_789,xes3g5m,5,TrainEmpDiff,789,0.5282559644571444,0.6173477841958065,0.7700925285368385,231280.0
xes3g5m_10_Standard_2024,xes3g5m,10,Standard,2024,0.518348742350366,0.6463798830442926,0.7706935316499481,231280.0
xes3g5m_10_Standard_42,xes3g5m,10,Standard,42,0.5082457246167318,0.6727589881597505,0.774027153234175,231280.0
xes3g5m_10_Standard_123,xes3g5m,10,Standard,123,0.5133618143302141,0.6646873645649267,0.7720511933586994,231280.0
xes3g5m_10_Standard_456,xes3g5m,10,Standard,456,0.5206379784422486,0.6395876230862646,0.7706719128329298,231280.0
xes3g5m_10_Standard_789,xes3g5m,10,Standard,789,0.5155108538931058,0.6608458316400864,0.7708794534763058,231280.0
xes3g5m_10_LLM-Mini_2024,xes3g5m,10,LLM-Mini,2024,0.5136109527175481,0.6514552215514694,0.7714285714285715,231280.0
xes3g5m_10_LLM-Mini_42,xes3g5m,10,LLM-Mini,42,0.5170621145113861,0.659477302390341,0.7714242476651678,231280.0
xes3g5m_10_LLM-Mini_123,xes3g5m,10,LLM-Mini,123,0.509904864829504,0.6606854249205872,0.7720338983050847,231280.0
xes3g5m_10_LLM-Mini_456,xes3g5m,10,LLM-Mini,456,0.5206480039521509,0.6364259725171978,0.7706113801452784,231280.0
xes3g5m_10_LLM-Mini_789,xes3g5m,10,LLM-Mini,789,0.5129862967695431,0.6623079526059195,0.7712512971290211,231280.0
xes3g5m_10_LLM-5.4_2024,xes3g5m,10,LLM-5.4,2024,0.5135825177091975,0.6515895593948889,0.7714285714285715,231280.0
xes3g5m_10_LLM-5.4_42,xes3g5m,10,LLM-5.4,42,0.5171208662555601,0.65592187621572,0.7710913178830855,231280.0
xes3g5m_10_LLM-5.4_123,xes3g5m,10,LLM-5.4,123,0.5096895406281191,0.6612472659310031,0.7721419923901764,231280.0
xes3g5m_10_LLM-5.4_456,xes3g5m,10,LLM-5.4,456,0.520501817394629,0.6371174333400584,0.7706978554133518,231280.0
xes3g5m_10_LLM-5.4_789,xes3g5m,10,LLM-5.4,789,0.5142314861981852,0.6579205700985938,0.7709702525077827,231280.0
xes3g5m_10_Random-Scalar_2024,xes3g5m,10,Random-Scalar,2024,0.5133804016053559,0.6521689483242682,0.7714631615358007,231280.0
xes3g5m_10_Random-Scalar_42,xes3g5m,10,Random-Scalar,42,0.5170407736400192,0.663075241987843,0.7715453130404705,231280.0
xes3g5m_10_Random-Scalar_123,xes3g5m,10,Random-Scalar,123,0.5098501610313471,0.6608259573766411,0.7720122794880664,231280.0
xes3g5m_10_Random-Scalar_456,xes3g5m,10,Random-Scalar,456,0.520592853590123,0.6366125687157606,0.7706762365963334,231280.0
xes3g5m_10_Random-Scalar_789,xes3g5m,10,Random-Scalar,789,0.5121537140585933,0.6664109463617751,0.7712858872362505,231280.0
xes3g5m_10_TrainEmpDiff_2024,xes3g5m,10,TrainEmpDiff,2024,0.5089629354919964,0.664808127420869,0.7719733656174335,231280.0
xes3g5m_10_TrainEmpDiff_42,xes3g5m,10,TrainEmpDiff,42,0.5143015393184018,0.6662370668902391,0.7713118298166725,231280.0
xes3g5m_10_TrainEmpDiff_123,xes3g5m,10,TrainEmpDiff,123,0.5042850507740213,0.6742773214113051,0.7736466620546524,231280.0
xes3g5m_10_TrainEmpDiff_456,xes3g5m,10,TrainEmpDiff,456,0.5148539669278274,0.654048485402934,0.7711388792805258,231280.0
xes3g5m_10_TrainEmpDiff_789,xes3g5m,10,TrainEmpDiff,789,0.5107542572561726,0.6687119494384365,0.7712167070217918,231280.0
xes3g5m_20_Standard_2024,xes3g5m,20,Standard,2024,0.4999916493057808,0.6881303945111255,0.774364406779661,231280.0
xes3g5m_20_Standard_42,xes3g5m,20,Standard,42,0.4940158455238259,0.7020787539968905,0.7785887236250433,231280.0
xes3g5m_20_Standard_123,xes3g5m,20,Standard,123,0.4972043460906428,0.6905436209607279,0.7767078865444483,231280.0
xes3g5m_20_Standard_456,xes3g5m,20,Standard,456,0.5046502137923148,0.6887063873976922,0.7761457973019716,231280.0
xes3g5m_20_Standard_789,xes3g5m,20,Standard,789,0.491344240293729,0.7066811333069307,0.7788308543756486,231280.0
xes3g5m_20_LLM-Mini_2024,xes3g5m,20,LLM-Mini,2024,0.4927324897575841,0.7021299515207935,0.7767986855759252,231280.0
xes3g5m_20_LLM-Mini_42,xes3g5m,20,LLM-Mini,42,0.4944713861676634,0.6984766447557259,0.7799074714631615,231280.0
xes3g5m_20_LLM-Mini_123,xes3g5m,20,LLM-Mini,123,0.4997782419089106,0.694004887450458,0.7760982359045313,231280.0
xes3g5m_20_LLM-Mini_456,xes3g5m,20,LLM-Mini,456,0.4983017337922186,0.6928336006079319,0.7778320650294016,231280.0
xes3g5m_20_LLM-Mini_789,xes3g5m,20,LLM-Mini,789,0.4906104336333551,0.7058828010862808,0.7799161189899688,231280.0
xes3g5m_20_LLM-5.4_2024,xes3g5m,20,LLM-5.4,2024,0.4926808174248311,0.7023845139138805,0.7768375994465583,231280.0
xes3g5m_20_LLM-5.4_42,xes3g5m,20,LLM-5.4,42,0.495328872226241,0.6970911498592812,0.7799507090971982,231280.0
xes3g5m_20_LLM-5.4_123,xes3g5m,20,LLM-5.4,123,0.4997869553728649,0.6943241177443717,0.776024731926669,231280.0
xes3g5m_20_LLM-5.4_456,xes3g5m,20,LLM-5.4,456,0.4981604827503548,0.6933279099640294,0.777944482877897,231280.0
xes3g5m_20_LLM-5.4_789,xes3g5m,20,LLM-5.4,789,0.4907458436727314,0.7056597245697545,0.7802144586648219,231280.0
xes3g5m_20_Random-Scalar_2024,xes3g5m,20,Random-Scalar,2024,0.4926448136692768,0.7023101214012073,0.7767424766516776,231280.0
xes3g5m_20_Random-Scalar_42,xes3g5m,20,Random-Scalar,42,0.4936993622624019,0.700252533623934,0.7799247665167762,231280.0
xes3g5m_20_Random-Scalar_123,xes3g5m,20,Random-Scalar,123,0.4997034965656592,0.6938217376998936,0.7760333794534763,231280.0
xes3g5m_20_Random-Scalar_456,xes3g5m,20,Random-Scalar,456,0.4981878250175756,0.6930829752253788,0.7778839501902456,231280.0
xes3g5m_20_Random-Scalar_789,xes3g5m,20,Random-Scalar,789,0.49028462399092,0.7069515867925988,0.7800674507090972,231280.0
xes3g5m_20_TrainEmpDiff_2024,xes3g5m,20,TrainEmpDiff,2024,0.4874652554392188,0.7136195309360418,0.7784546869595296,231280.0
xes3g5m_20_TrainEmpDiff_42,xes3g5m,20,TrainEmpDiff,42,0.4923615749394164,0.7038031939486289,0.7805776547907298,231280.0
xes3g5m_20_TrainEmpDiff_123,xes3g5m,20,TrainEmpDiff,123,0.4928331088527496,0.7080575063425492,0.7771748529920443,231280.0
xes3g5m_20_TrainEmpDiff_456,xes3g5m,20,TrainEmpDiff,456,0.492608087841601,0.7053759065844435,0.7789130058803182,231280.0
xes3g5m_20_TrainEmpDiff_789,xes3g5m,20,TrainEmpDiff,789,0.4867912391055516,0.714092169387298,0.7809884123140782,231280.0
xes3g5m_warm_Standard_2024,xes3g5m,warm,Standard,2024,0.44759073925504,0.7760454352135904,0.7973322379799377,231280.0
xes3g5m_warm_Standard_42,xes3g5m,warm,Standard,42,0.4471084915827151,0.7775527477802633,0.7978510895883777,231280.0
xes3g5m_warm_Standard_123,xes3g5m,warm,Standard,123,0.4468033744020602,0.7780051444060683,0.7969214804565894,231280.0
xes3g5m_warm_Standard_456,xes3g5m,warm,Standard,456,0.4465061808169673,0.7783036029075432,0.7973625043237634,231280.0
xes3g5m_warm_Standard_789,xes3g5m,warm,Standard,789,0.4456323831655426,0.7790566781325621,0.7971636112071947,231280.0
xes3g5m_warm_LLM-Mini_2024,xes3g5m,warm,LLM-Mini,2024,0.4469717340757071,0.7769304840940722,0.79766516776202,231280.0
xes3g5m_warm_LLM-Mini_42,xes3g5m,warm,LLM-Mini,42,0.4471119576775521,0.7768998680896281,0.7976997578692494,231280.0
xes3g5m_warm_LLM-Mini_123,xes3g5m,warm,LLM-Mini,123,0.4470543418119115,0.7780641302437494,0.7972846765824974,231280.0
xes3g5m_warm_LLM-Mini_456,xes3g5m,warm,LLM-Mini,456,0.4467119290380874,0.7778465507954184,0.7972890003459011,231280.0
xes3g5m_warm_LLM-Mini_789,xes3g5m,warm,LLM-Mini,789,0.4462169920217043,0.7782352099842973,0.7973668280871671,231280.0
xes3g5m_warm_LLM-5.4_2024,xes3g5m,warm,LLM-5.4,2024,0.4469582213557018,0.7769467965317843,0.797704081632653,231280.0
xes3g5m_warm_LLM-5.4_42,xes3g5m,warm,LLM-5.4,42,0.4473077145044707,0.7766210006325112,0.7976305776547907,231280.0
xes3g5m_warm_LLM-5.4_123,xes3g5m,warm,LLM-5.4,123,0.4469661557668757,0.7781965114686854,0.7973841231407818,231280.0
xes3g5m_warm_LLM-5.4_456,xes3g5m,warm,LLM-5.4,456,0.4466514655797225,0.7779382183001264,0.7973322379799377,231280.0
xes3g5m_warm_LLM-5.4_789,xes3g5m,warm,LLM-5.4,789,0.4463367137843722,0.7780773286965699,0.7972457627118644,231280.0
xes3g5m_warm_Random-Scalar_2024,xes3g5m,warm,Random-Scalar,2024,0.4469963427009126,0.776914059762125,0.7976824628156347,231280.0
xes3g5m_warm_Random-Scalar_42,xes3g5m,warm,Random-Scalar,42,0.447245290753419,0.7767149556354005,0.7977084053960567,231280.0
xes3g5m_warm_Random-Scalar_123,xes3g5m,warm,Random-Scalar,123,0.4470965622731943,0.7780234325159521,0.7973581805603598,231280.0
xes3g5m_warm_Random-Scalar_456,xes3g5m,warm,Random-Scalar,456,0.4467256481982393,0.7778464084469507,0.7973235904531304,231280.0
xes3g5m_warm_Random-Scalar_789,xes3g5m,warm,Random-Scalar,789,0.446287125107758,0.7781630396277947,0.7972154963680388,231280.0
xes3g5m_warm_TrainEmpDiff_2024,xes3g5m,warm,TrainEmpDiff,2024,0.446406437704497,0.7776623051674951,0.7980845728121757,231280.0
xes3g5m_warm_TrainEmpDiff_42,xes3g5m,warm,TrainEmpDiff,42,0.4469978689569825,0.7770423320407429,0.7978683846419924,231280.0
xes3g5m_warm_TrainEmpDiff_123,xes3g5m,warm,TrainEmpDiff,123,0.4465367681498541,0.7787022471790468,0.7974835696990661,231280.0
xes3g5m_warm_TrainEmpDiff_456,xes3g5m,warm,TrainEmpDiff,456,0.4462385589179173,0.7784350189391416,0.7977775856105154,231280.0
xes3g5m_warm_TrainEmpDiff_789,xes3g5m,warm,TrainEmpDiff,789,0.4459009823478256,0.7786420121900166,0.7975916637841577,231280.0
