run_id,dataset,exposure,condition,seed,brier,ece
xes3g5m_1_LLM-Mini_42,xes3g5m,1,LLM-Mini,42,0.185146083368982,0.095829834547042
xes3g5m_1_LLM-Mini_123,xes3g5m,1,LLM-Mini,123,0.1853897763108508,0.0875176028741844
xes3g5m_1_LLM-Mini_456,xes3g5m,1,LLM-Mini,456,0.1866590626852196,0.1040761533830815
xes3g5m_1_LLM-Mini_789,xes3g5m,1,LLM-Mini,789,0.1805694935077459,0.0726818419080608
xes3g5m_1_LLM-5.4_2024,xes3g5m,1,LLM-5.4,2024,0.1781892549277765,0.0489090802829
xes3g5m_1_LLM-5.4_42,xes3g5m,1,LLM-5.4,42,0.1855712295558785,0.0982212546737351
xes3g5m_1_LLM-5.4_123,xes3g5m,1,LLM-5.4,123,0.1851919422367551,0.0863828977788351
xes3g5m_1_LLM-5.4_456,xes3g5m,1,LLM-5.4,456,0.1865343694103953,0.103467900486259
xes3g5m_1_LLM-5.4_789,xes3g5m,1,LLM-5.4,789,0.1814992545336439,0.0792642070419264
xes3g5m_1_Random-Scalar_2024,xes3g5m,1,Random-Scalar,2024,0.1779862427802981,0.0473428545052598
xes3g5m_1_Random-Scalar_42,xes3g5m,1,Random-Scalar,42,0.1852251327901881,0.0973461051523396
xes3g5m_1_Random-Scalar_123,xes3g5m,1,Random-Scalar,123,0.1855382042827191,0.0879584390256427
xes3g5m_1_Random-Scalar_456,xes3g5m,1,Random-Scalar,456,0.1867470044356937,0.1043090662126184
xes3g5m_1_Random-Scalar_789,xes3g5m,1,Random-Scalar,789,0.1799210388442292,0.0707503854009425
xes3g5m_1_TrainEmpDiff_2024,xes3g5m,1,TrainEmpDiff,2024,0.1781605376740866,0.0487113773446518
xes3g5m_1_TrainEmpDiff_42,xes3g5m,1,TrainEmpDiff,42,0.1856741045462805,0.0986636337778099
xes3g5m_1_TrainEmpDiff_123,xes3g5m,1,TrainEmpDiff,123,0.1854122417489745,0.0877718236783165
xes3g5m_1_TrainEmpDiff_456,xes3g5m,1,TrainEmpDiff,456,0.1866854374228569,0.1042758320279443
xes3g5m_1_TrainEmpDiff_789,xes3g5m,1,TrainEmpDiff,789,0.1808346118315618,0.0745145160753817
xes3g5m_3_Standard_2024,xes3g5m,3,Standard,2024,0.1765886688562022,0.0529073850848669
xes3g5m_3_Standard_42,xes3g5m,3,Standard,42,0.1765597446710104,0.0467428738249396
xes3g5m_3_Standard_123,xes3g5m,3,Standard,123,0.1764101837628333,0.0460335117093742
xes3g5m_3_Standard_456,xes3g5m,3,Standard,456,0.1772945306692883,0.0563661123937448
xes3g5m_3_Standard_789,xes3g5m,3,Standard,789,0.1760036412128501,0.0499549601591713
xes3g5m_3_LLM-Mini_2024,xes3g5m,3,LLM-Mini,2024,0.1761643017312718,0.0513840499859456
xes3g5m_3_LLM-Mini_42,xes3g5m,3,LLM-Mini,42,0.1764480896281947,0.0449859188955285
xes3g5m_3_LLM-Mini_123,xes3g5m,3,LLM-Mini,123,0.1780044373318885,0.0616610225949813
xes3g5m_3_LLM-Mini_456,xes3g5m,3,LLM-Mini,456,0.1773339437235989,0.0552998209127976
xes3g5m_3_LLM-Mini_789,xes3g5m,3,LLM-Mini,789,0.175120800153992,0.036121317621582
xes3g5m_3_LLM-5.4_2024,xes3g5m,3,LLM-5.4,2024,0.1761007575093285,0.051385384115488
xes3g5m_3_LLM-5.4_42,xes3g5m,3,LLM-5.4,42,0.1762441936739353,0.0438708748922282
xes3g5m_3_LLM-5.4_123,xes3g5m,3,LLM-5.4,123,0.1779839820672054,0.0619205127740475
xes3g5m_3_LLM-5.4_456,xes3g5m,3,LLM-5.4,456,0.177301802324096,0.0552079915515859
xes3g5m_3_LLM-5.4_789,xes3g5m,3,LLM-5.4,789,0.1749648831905968,0.0354708934890248
xes3g5m_3_Random-Scalar_2024,xes3g5m,3,Random-Scalar,2024,0.1761398542725369,0.0523788210739059
xes3g5m_3_Random-Scalar_42,xes3g5m,3,Random-Scalar,42,0.1763345949713699,0.0485821573028295
xes3g5m_3_Random-Scalar_123,xes3g5m,3,Random-Scalar,123,0.1780035096056294,0.0618200835318599
xes3g5m_3_Random-Scalar_456,xes3g5m,3,Random-Scalar,456,0.1773242943330887,0.0556918121088296
xes3g5m_3_Random-Scalar_789,xes3g5m,3,Random-Scalar,789,0.1749888504608799,0.038714213741074
xes3g5m_3_TrainEmpDiff_2024,xes3g5m,3,TrainEmpDiff,2024,0.1751965070558855,0.0512217759355433
xes3g5m_3_TrainEmpDiff_42,xes3g5m,3,TrainEmpDiff,42,0.1760823061450462,0.0480431187270381
xes3g5m_3_TrainEmpDiff_123,xes3g5m,3,TrainEmpDiff,123,0.1770670285749883,0.0617047822859947
xes3g5m_3_TrainEmpDiff_456,xes3g5m,3,TrainEmpDiff,456,0.1767080565638333,0.054721821478105
xes3g5m_3_TrainEmpDiff_789,xes3g5m,3,TrainEmpDiff,789,0.1744105298866475,0.0378042331785582
xes3g5m_5_Standard_2024,xes3g5m,5,Standard,2024,0.1738295515021145,0.040878210692505
xes3g5m_5_Standard_42,xes3g5m,5,Standard,42,0.173259946561044,0.0297786207831635
xes3g5m_5_Standard_123,xes3g5m,5,Standard,123,0.1738767742333449,0.031390478312763
xes3g5m_5_Standard_456,xes3g5m,5,Standard,456,0.1746880575151677,0.0466604083775184
xes3g5m_5_Standard_789,xes3g5m,5,Standard,789,0.173972026013336,0.0421615751840971
xes3g5m_5_LLM-Mini_2024,xes3g5m,5,LLM-Mini,2024,0.1735579485709308,0.0365133676364816
xes3g5m_5_LLM-Mini_42,xes3g5m,5,LLM-Mini,42,0.1744580473572016,0.040178757614225
xes3g5m_5_LLM-Mini_123,xes3g5m,5,LLM-Mini,123,0.175670949942209,0.04403611956411
xes3g5m_5_LLM-Mini_456,xes3g5m,5,LLM-Mini,456,0.1741307747329832,0.0403106789846541
xes3g5m_5_LLM-Mini_789,xes3g5m,5,LLM-Mini,789,0.1739441943731029,0.038248818352772
xes3g5m_5_LLM-5.4_2024,xes3g5m,5,LLM-5.4,2024,0.173492595774177,0.0366808540360123
xes3g5m_5_LLM-5.4_42,xes3g5m,5,LLM-5.4,42,0.174232866500856,0.0389704876476579
xes3g5m_5_LLM-5.4_123,xes3g5m,5,LLM-5.4,123,0.1756268873999867,0.0440914668488135
xes3g5m_5_LLM-5.4_456,xes3g5m,5,LLM-5.4,456,0.1740887590892006,0.0405907437198871
xes3g5m_5_LLM-5.4_789,xes3g5m,5,LLM-5.4,789,0.1737953324390098,0.0376234410158627
xes3g5m_5_Random-Scalar_2024,xes3g5m,5,Random-Scalar,2024,0.1735279185574142,0.0373219792861575
xes3g5m_5_Random-Scalar_42,xes3g5m,5,Random-Scalar,42,0.1743020868830837,0.0431952190128309
xes3g5m_5_Random-Scalar_123,xes3g5m,5,Random-Scalar,123,0.1756755467534056,0.0441200852830932
xes3g5m_5_Random-Scalar_456,xes3g5m,5,Random-Scalar,456,0.1741257995703992,0.0407898763094815
xes3g5m_5_Random-Scalar_789,xes3g5m,5,Random-Scalar,789,0.1738598224712532,0.0410075169258961
xes3g5m_5_TrainEmpDiff_2024,xes3g5m,5,TrainEmpDiff,2024,0.1721522876021421,0.0368105598712814
xes3g5m_5_TrainEmpDiff_42,xes3g5m,5,TrainEmpDiff,42,0.1736426255160479,0.0429004570987913
xes3g5m_5_TrainEmpDiff_123,xes3g5m,5,TrainEmpDiff,123,0.1744425766385591,0.0431747706085752
xes3g5m_5_TrainEmpDiff_456,xes3g5m,5,TrainEmpDiff,456,0.1726592286722013,0.0402589166051776
xes3g5m_5_TrainEmpDiff_789,xes3g5m,5,TrainEmpDiff,789,0.1727387462547607,0.0385756034125705
xes3g5m_10_Standard_2024,xes3g5m,10,Standard,2024,0.1694073125372946,0.0335655566973696
xes3g5m_10_Standard_42,xes3g5m,10,Standard,42,0.1652341551518573,0.0358630448877451
xes3g5m_10_Standard_123,xes3g5m,10,Standard,123,0.1673622353073537,0.040731539781357
xes3g5m_10_Standard_456,xes3g5m,10,Standard,456,0.1700563127123857,0.0331744640066946
xes3g5m_10_Standard_789,xes3g5m,10,Standard,789,0.1682721717714885,0.0431033205037369
xes3g5m_10_LLM-Mini_2024,xes3g5m,10,LLM-Mini,2024,0.1676761915044143,0.0147999182820258
xes3g5m_10_LLM-Mini_42,xes3g5m,10,LLM-Mini,42,0.1685743263296265,0.0458380277379083
xes3g5m_10_LLM-Mini_123,xes3g5m,10,LLM-Mini,123,0.166439180555749,0.0043484617018861
xes3g5m_10_LLM-Mini_456,xes3g5m,10,LLM-Mini,456,0.1701385001071631,0.0282752484395012
xes3g5m_10_LLM-Mini_789,xes3g5m,10,LLM-Mini,789,0.1673062904356089,0.036084158364226
xes3g5m_10_LLM-5.4_2024,xes3g5m,10,LLM-5.4,2024,0.167661668360796,0.0151902869100215
xes3g5m_10_LLM-5.4_42,xes3g5m,10,LLM-5.4,42,0.1687080611265953,0.0416934612566306
xes3g5m_10_LLM-5.4_123,xes3g5m,10,LLM-5.4,123,0.16635177307379,0.0041243126542432
xes3g5m_10_LLM-5.4_456,xes3g5m,10,LLM-5.4,456,0.1700788049324464,0.0287764692141064
xes3g5m_10_LLM-5.4_789,xes3g5m,10,LLM-5.4,789,0.1677639137761324,0.0345506167766679
xes3g5m_10_Random-Scalar_2024,xes3g5m,10,Random-Scalar,2024,0.167594255489991,0.0151206175472931
xes3g5m_10_Random-Scalar_42,xes3g5m,10,Random-Scalar,42,0.1685067719441063,0.0502052951234304
xes3g5m_10_Random-Scalar_123,xes3g5m,10,Random-Scalar,123,0.1664245068529424,0.0040402735835079
xes3g5m_10_Random-Scalar_456,xes3g5m,10,Random-Scalar,456,0.1701205881968414,0.0283643845950689
xes3g5m_10_Random-Scalar_789,xes3g5m,10,Random-Scalar,789,0.1670129011962923,0.0390784842798769
xes3g5m_10_TrainEmpDiff_2024,xes3g5m,10,TrainEmpDiff,2024,0.1659903583981886,0.0148180841487281
xes3g5m_10_TrainEmpDiff_42,xes3g5m,10,TrainEmpDiff,42,0.1678205636060529,0.0443648713699821
xes3g5m_10_TrainEmpDiff_123,xes3g5m,10,TrainEmpDiff,123,0.1643445164897305,0.0049962622711105
xes3g5m_10_TrainEmpDiff_456,xes3g5m,10,TrainEmpDiff,456,0.1681426943930191,0.0274322338437063
xes3g5m_10_TrainEmpDiff_789,xes3g5m,10,TrainEmpDiff,789,0.1666281481499576,0.035467847509729
xes3g5m_20_Standard_2024,xes3g5m,20,Standard,2024,0.162567201865905,0.0242988226089957
xes3g5m_20_Standard_42,xes3g5m,20,Standard,42,0.1601964341064353,0.0294624047636707
xes3g5m_20_Standard_123,xes3g5m,20,Standard,123,0.1614034227735846,0.0125425187399238
xes3g5m_20_Standard_456,xes3g5m,20,Standard,456,0.1638177756929374,0.0474048834313409
xes3g5m_20_Standard_789,xes3g5m,20,Standard,789,0.1592094639354729,0.0283647410346717
xes3g5m_20_LLM-Mini_2024,xes3g5m,20,LLM-Mini,2024,0.1599176044929496,0.0193636330072673
xes3g5m_20_LLM-Mini_42,xes3g5m,20,LLM-Mini,42,0.1601344511945305,0.0229990291055156
xes3g5m_20_LLM-Mini_123,xes3g5m,20,LLM-Mini,123,0.1621732233662853,0.0373386222724191
xes3g5m_20_LLM-Mini_456,xes3g5m,20,LLM-Mini,456,0.1616531574571861,0.0312873621971517
xes3g5m_20_LLM-Mini_789,xes3g5m,20,LLM-Mini,789,0.1588116757070318,0.0224443855213175
xes3g5m_20_LLM-5.4_2024,xes3g5m,20,LLM-5.4,2024,0.1598948945367414,0.020006257217456
xes3g5m_20_LLM-5.4_42,xes3g5m,20,LLM-5.4,42,0.1604055434139021,0.0252056105769796
xes3g5m_20_LLM-5.4_123,xes3g5m,20,LLM-5.4,123,0.1621623911851903,0.0379087358929631
xes3g5m_20_LLM-5.4_456,xes3g5m,20,LLM-5.4,456,0.1615957808498004,0.0317161436850834
xes3g5m_20_LLM-5.4_789,xes3g5m,20,LLM-5.4,789,0.1588403040014545,0.0232933604716738
xes3g5m_20_Random-Scalar_2024,xes3g5m,20,Random-Scalar,2024,0.1598935743426842,0.0190710052292483
xes3g5m_20_Random-Scalar_42,xes3g5m,20,Random-Scalar,42,0.1598662229942492,0.0239576593453122
xes3g5m_20_Random-Scalar_123,xes3g5m,20,Random-Scalar,123,0.1621636649130741,0.0366600054948594
xes3g5m_20_Random-Scalar_456,xes3g5m,20,Random-Scalar,456,0.1616167782134152,0.0312193064740689
xes3g5m_20_Random-Scalar_789,xes3g5m,20,Random-Scalar,789,0.158712965436446,0.0237819743198698
xes3g5m_20_TrainEmpDiff_2024,xes3g5m,20,TrainEmpDiff,2024,0.158066980950028,0.0200881223420125
xes3g5m_20_TrainEmpDiff_42,xes3g5m,20,TrainEmpDiff,42,0.1594261211967774,0.027552555993055
xes3g5m_20_TrainEmpDiff_123,xes3g5m,20,TrainEmpDiff,123,0.1599334322507737,0.0368049781705729
xes3g5m_20_TrainEmpDiff_456,xes3g5m,20,TrainEmpDiff,456,0.1597786381538765,0.0300826536234441
xes3g5m_20_TrainEmpDiff_789,xes3g5m,20,TrainEmpDiff,789,0.1575496852760095,0.0244890956918763
xes3g5m_warm_Standard_2024,xes3g5m,warm,Standard,2024,0.1436758141659642,0.0051959122844885
xes3g5m_warm_Standard_42,xes3g5m,warm,Standard,42,0.1435772512525093,0.0134963392494591
xes3g5m_warm_Standard_123,xes3g5m,warm,Standard,123,0.1435915020990587,0.0090968698444214
xes3g5m_warm_Standard_456,xes3g5m,warm,Standard,456,0.1433750672024494,0.0106121800184012
xes3g5m_warm_Standard_789,xes3g5m,warm,Standard,789,0.1431736736911271,0.0042838134543872
xes3g5m_warm_LLM-Mini_2024,xes3g5m,warm,LLM-Mini,2024,0.1434813323336667,0.0051649506825893
xes3g5m_warm_LLM-Mini_42,xes3g5m,warm,LLM-Mini,42,0.1435528081065533,0.0045661172355369
xes3g5m_warm_LLM-Mini_123,xes3g5m,warm,LLM-Mini,123,0.1436733409683114,0.0158841296200602
xes3g5m_warm_LLM-Mini_456,xes3g5m,warm,LLM-Mini,456,0.1434491998176363,0.0110216073256626
xes3g5m_warm_LLM-Mini_789,xes3g5m,warm,LLM-Mini,789,0.1433413348903708,0.0044303877511429
xes3g5m_warm_LLM-5.4_2024,xes3g5m,warm,LLM-5.4,2024,0.1434779940649072,0.0051797970412321
xes3g5m_warm_LLM-5.4_42,xes3g5m,warm,LLM-5.4,42,0.1436147353957426,0.0047602238518835
xes3g5m_warm_LLM-5.4_123,xes3g5m,warm,LLM-5.4,123,0.1436434789138616,0.0159632741755492
xes3g5m_warm_LLM-5.4_456,xes3g5m,warm,LLM-5.4,456,0.1434310190939726,0.0110821266129319
xes3g5m_warm_LLM-5.4_789,xes3g5m,warm,LLM-5.4,789,0.143380862095885,0.004297905818687
xes3g5m_warm_Random-Scalar_2024,xes3g5m,warm,Random-Scalar,2024,0.1434927055420471,0.005107280556164
xes3g5m_warm_Random-Scalar_42,xes3g5m,warm,Random-Scalar,42,0.1435993870383953,0.0047504068207316
xes3g5m_warm_Random-Scalar_123,xes3g5m,warm,Random-Scalar,123,0.143690181912448,0.0159132196023848
xes3g5m_warm_Random-Scalar_456,xes3g5m,warm,Random-Scalar,456,0.1434546472955727,0.0110818141426109
xes3g5m_warm_Random-Scalar_789,xes3g5m,warm,Random-Scalar,789,0.1433693257641638,0.0045871582390584
xes3g5m_warm_TrainEmpDiff_2024,xes3g5m,warm,TrainEmpDiff,2024,0.1432851514519036,0.0049548577713779
xes3g5m_warm_TrainEmpDiff_42,xes3g5m,warm,TrainEmpDiff,42,0.1435003598711174,0.0048155506884351
xes3g5m_warm_TrainEmpDiff_123,xes3g5m,warm,TrainEmpDiff,123,0.1434998290243655,0.0156557111075358
xes3g5m_warm_TrainEmpDiff_456,xes3g5m,warm,TrainEmpDiff,456,0.1432908498577002,0.0107363870825176
xes3g5m_warm_TrainEmpDiff_789,xes3g5m,warm,TrainEmpDiff,789,0.1432193625888401,0.0043685384596295
