dataset,exposure,metric,condition_a,condition_b,mean_diff,ci_lo,ci_hi,cohens_d,n_seeds,p_value,p_value_holm
junyi,3,auc,LLM-Mini,Standard,-0.0040222813807486045,-0.00830935260602861,0.00026478984453140106,-0.8223977830444547,5,0.1397699858935983,1.0
junyi,3,brier,LLM-Mini,Standard,0.000919859236180004,-0.004167747750750041,0.006007466223110049,0.15848134169921307,5,0.7409501157417159,1.0
junyi,3,log_loss,LLM-5.4,Standard,0.0030192677656221134,-0.008747085379857486,0.014785620911101712,0.2249212545730324,5,0.6414369679440445,1.0
junyi,3,auc,LLM-5.4,Standard,-0.002907079394527945,-0.007066242841626017,0.0012520840525701267,-0.612662161974282,5,0.2425631997821122,1.0
junyi,3,brier,LLM-5.4,Standard,0.0014718334987899261,-0.004128155155140563,0.007071822152720415,0.2303784890066546,5,0.6336138124043297,1.0
junyi,3,log_loss,LLM-Mini,Random-Scalar,0.0016529921983505559,-0.000394369456676741,0.0037003538533778527,0.7076938940283861,5,0.18870987901570851,1.0
junyi,3,auc,LLM-Mini,Random-Scalar,-0.004405353931320621,-0.009899697364832422,0.0010889895021911795,-0.7028058696497121,5,0.1911584273596612,1.0
junyi,3,brier,LLM-Mini,Random-Scalar,0.0007805746446216566,-0.00019399193848449977,0.0017551412277278132,0.7020533036033255,5,0.1915355355555076,1.0
junyi,3,log_loss,LLM-5.4,Random-Scalar,0.0027683069035344455,-0.0005622219526282327,0.006098835759697123,0.7285694575262734,5,0.17861659226918117,1.0
junyi,3,auc,LLM-5.4,Random-Scalar,-0.0032901519450999617,-0.008680572481542304,0.0021002685913423793,-0.5350121805689683,5,0.2976316181659892,1.0
junyi,3,brier,LLM-5.4,Random-Scalar,0.0013325489072315787,-0.0002708583889758935,0.002935956203439051,0.7284638369436781,5,0.17866525670994549,1.0
junyi,3,log_loss,LLM-Mini,TrainEmpDiff,-0.0016919137731080224,-0.003967590317957597,0.0005837627717415522,-0.6516840457485521,5,0.2187885655776885,1.0
junyi,3,auc,LLM-Mini,TrainEmpDiff,0.0024849306722148023,-0.0013202841634306962,0.006290145507860301,0.5724073006296762,5,0.2697558858546183,1.0
junyi,3,brier,LLM-Mini,TrainEmpDiff,-0.0008041816131145018,-0.0018938580069635764,0.00028549478073457276,-0.6468806675690247,5,0.22158290170432382,1.0
junyi,3,log_loss,LLM-5.4,TrainEmpDiff,-0.0005765990679241328,-0.0015831318697654354,0.00042993373391716984,-0.5021266715843928,5,0.324357941775425,1.0
junyi,3,auc,LLM-5.4,TrainEmpDiff,0.003600132658435462,-0.0013389611927689627,0.008539226509639886,0.6389127044036553,5,0.2263025352750968,1.0
junyi,3,brier,LLM-5.4,TrainEmpDiff,-0.00025220735050457963,-0.0007159440858524968,0.0002115293848433375,-0.47670433345451135,5,0.3465064820883996,1.0
junyi,5,log_loss,LLM-Mini,Standard,0.0015616308461299689,-0.002932629589910301,0.0060558912821702384,0.30457227369171536,5,0.5332275561798051,1.0
junyi,5,auc,LLM-Mini,Standard,-0.001795012430790499,-0.005580388882907024,0.0019903640213260257,-0.41565063457243606,5,0.4052789572596979,1.0
junyi,5,brier,LLM-Mini,Standard,0.0006989776496506173,-0.0013054627454711506,0.0027034180447723854,0.30566049541431206,5,0.5318406765305289,1.0
junyi,5,log_loss,LLM-5.4,Standard,0.0019792423791787474,-0.0028614765100110143,0.006819961268368509,0.358392903150916,5,0.4678070195034505,1.0
junyi,5,auc,LLM-5.4,Standard,-0.0012373363170727458,-0.005049142412191506,0.002574469778046015,-0.2845293229508457,5,0.559211362432618,1.0
junyi,5,brier,LLM-5.4,Standard,0.0009121323855760366,-0.0012688754079609474,0.0030931401791130207,0.36658102572886964,5,0.45841710892708726,1.0
junyi,5,log_loss,LLM-Mini,Random-Scalar,0.0012865072394129707,-8.170907674798417e-05,0.0026547235555739257,0.8241869926451333,5,0.13912171797866815,1.0
junyi,5,auc,LLM-Mini,Random-Scalar,-0.004198056409980899,-0.009132259248146925,0.0007361464281851263,-0.7457642642930663,5,0.17072503650306817,1.0
junyi,5,brier,LLM-Mini,Random-Scalar,0.0005717876507817965,-3.832461516065978e-05,0.0011818999167242529,0.8214664765756216,5,0.14010434197661822,1.0
junyi,5,log_loss,LLM-5.4,Random-Scalar,0.001704118772461749,-2.318048312664636e-05,0.003431418028050144,0.8647710456438953,5,0.1252817090520603,1.0
junyi,5,auc,LLM-5.4,Random-Scalar,-0.003640380296263146,-0.0087321448122418,0.0014513842197155092,-0.626684230381016,5,0.23373809393900571,1.0
junyi,5,brier,LLM-5.4,Random-Scalar,0.0007849423867072158,-9.773922409441827e-06,0.0015796586958238734,0.8657488732045905,5,0.12496554640278455,1.0
junyi,5,log_loss,LLM-Mini,TrainEmpDiff,-0.001192767686303542,-0.0024683280713847047,8.279269877762077e-05,-0.8196395889388947,5,0.1407722302317822,1.0
junyi,5,auc,LLM-Mini,TrainEmpDiff,0.0029689662498164626,-0.0006069266260247913,0.006544859125657717,0.727764329458307,5,0.1789953763259749,1.0
junyi,5,brier,LLM-Mini,TrainEmpDiff,-0.000549971581389358,-0.0011404240926563025,4.0480929877586354e-05,-0.8164317712258542,5,0.1419468655502775,1.0
junyi,5,log_loss,LLM-5.4,TrainEmpDiff,-0.0007751561532547635,-0.001703694856770023,0.0001533825502604959,-0.7317389241615889,5,0.1771314798349525,1.0
junyi,5,auc,LLM-5.4,TrainEmpDiff,0.0035266423635342157,-0.0005561001197960979,0.007609384846864529,0.7571458896476363,5,0.16570252793724083,1.0
junyi,5,brier,LLM-5.4,TrainEmpDiff,-0.00033681684546393864,-0.0007441562360861733,7.0522545158296e-05,-0.7247681810153032,5,0.18040551822165005,1.0
junyi,10,log_loss,LLM-Mini,Standard,0.0005595740926341187,-0.0004279500997671009,0.0015470982850353382,0.49668045434478525,5,0.3289924514418086,1.0
junyi,10,auc,LLM-Mini,Standard,-0.0022070502712194353,-0.0048709782953891044,0.0004568777529502339,-0.7262052412719171,5,0.1797308404472177,1.0
junyi,10,brier,LLM-Mini,Standard,0.0002120349833708568,-0.00013512518385644867,0.0005591951505981623,0.5353499118697681,5,0.2973582124563248,1.0
junyi,10,log_loss,LLM-5.4,Standard,0.0003777882403457111,-0.0005389164469273296,0.0012944929276187517,0.3612317373028735,5,0.4645316829120018,1.0
junyi,10,auc,LLM-5.4,Standard,-0.002435309402753405,-0.0056105886843575824,0.000739969878850773,-0.6722674534605108,5,0.20720531451611657,1.0
junyi,10,brier,LLM-5.4,Standard,0.00014866508671628197,-0.00016391261201410107,0.000461242785446665,0.4168788765736849,5,0.4040062290392352,1.0
junyi,10,log_loss,LLM-Mini,Random-Scalar,0.0004997701680030219,-0.00014159090308673173,0.0011411312390927756,0.6830191288212966,5,0.20140009580704044,1.0
junyi,10,auc,LLM-Mini,Random-Scalar,-0.0019109853362299755,-0.00432862724533286,0.0005066565728729085,-0.6928430641674397,5,0.19624810000002402,1.0
junyi,10,brier,LLM-Mini,Random-Scalar,0.00018970388143947913,-5.576155997655827e-05,0.0004351693228555165,0.6773941171567552,5,0.20440614459472875,1.0
junyi,10,log_loss,LLM-5.4,Random-Scalar,0.0003179843157146145,-0.00019285240746696488,0.0008288210388961939,0.5456161366956853,5,0.28945463461139687,1.0
junyi,10,auc,LLM-5.4,Random-Scalar,-0.0021392444677639454,-0.004887606321696608,0.000609117386168717,-0.6822698651266567,5,0.20180275877558662,1.0
junyi,10,brier,LLM-5.4,Random-Scalar,0.00012633398478490432,-7.267730807469333e-05,0.000325345277644502,0.5564093443249473,5,0.2813454496402934,1.0
junyi,10,log_loss,LLM-Mini,TrainEmpDiff,-0.0005143398440922376,-0.001226412048432861,0.00019773236024838597,-0.6331284928231171,5,0.22978571857650915,1.0
junyi,10,auc,LLM-Mini,TrainEmpDiff,0.0030002873339616707,-0.0003523388535086112,0.006352913521431953,0.784418177893455,5,0.15429072079154754,1.0
junyi,10,brier,LLM-Mini,TrainEmpDiff,-0.00022310295656270408,-0.000529339683518401,8.313377039299288e-05,-0.6385673213724065,5,0.22649900396096612,1.0
junyi,10,log_loss,LLM-5.4,TrainEmpDiff,-0.000696125696380645,-0.0015644233768333873,0.0001721719840720973,-0.7027254940885893,5,0.19119593512403874,1.0
junyi,10,auc,LLM-5.4,TrainEmpDiff,0.002772028202427701,-0.000457963530636399,0.006002019935491801,0.75225680357205,5,0.16784048481223524,1.0
junyi,10,brier,LLM-5.4,TrainEmpDiff,-0.0002864728532172789,-0.0006490340951672182,7.608838873266046e-05,-0.6925683926741822,5,0.1963830201806992,1.0
junyi,20,log_loss,LLM-Mini,Standard,-0.0005452644750054692,-0.0018920403478351888,0.0008015113978242505,-0.3548788512390503,5,0.471880371827452,1.0
junyi,20,auc,LLM-Mini,Standard,-0.00025595237836997244,-0.003055966391376996,0.0025440616346370515,-0.08012511655623723,5,0.8665168048975294,1.0
junyi,20,brier,LLM-Mini,Standard,-0.00015375688704661328,-0.0007125905169903088,0.00040507674289708227,-0.24116612285080588,5,0.61831475139422,1.0
junyi,20,log_loss,LLM-5.4,Standard,-0.00044888887375911236,-0.0017803154730458555,0.0008825377255276309,-0.29552200322957567,5,0.5448515413865351,1.0
junyi,20,auc,LLM-5.4,Standard,-0.0006390724914252299,-0.0037000272854266643,0.0024218823025762043,-0.18300503296281864,5,0.7033469103579181,1.0
junyi,20,brier,LLM-5.4,Standard,-0.00011098135684473598,-0.0006571711754954563,0.0004352084618059844,-0.17810271068782654,5,0.7107834850028345,1.0
junyi,20,log_loss,LLM-Mini,Random-Scalar,0.00030904092059904633,-0.00017183813828051763,0.0007899199794786102,0.5633045729085983,5,0.27629604686850484,1.0
junyi,20,auc,LLM-Mini,Random-Scalar,-0.000939950903822373,-0.0022221618834527834,0.00034226007580803763,-0.6425601359314239,5,0.2241288647271524,1.0
junyi,20,brier,LLM-Mini,Random-Scalar,0.00011250166573789077,-6.776032238427695e-05,0.00029276365386005847,0.5470219432274801,5,0.28837443215440284,1.0
junyi,20,log_loss,LLM-5.4,Random-Scalar,0.0004054165218454031,-9.434255014407756e-05,0.0009051755938348839,0.7110566607659339,5,0.18704017666328351,1.0
junyi,20,auc,LLM-5.4,Random-Scalar,-0.0013230710168776305,-0.002838633912029607,0.00019249187827434597,-0.765204912082384,5,0.16223920483305282,1.0
junyi,20,brier,LLM-5.4,Random-Scalar,0.00015527719593976807,-3.25941694656149e-05,0.00034314856134515107,0.7244324489944199,5,0.18055633435886181,1.0
junyi,20,log_loss,LLM-Mini,TrainEmpDiff,-0.0003166333179550618,-0.0010858514766097706,0.00045258484069964707,-0.36080554579959073,5,0.4650210160654675,1.0
junyi,20,auc,LLM-Mini,TrainEmpDiff,0.0009362713197690331,-0.000949874204907208,0.0028224168444452745,0.4351065023404938,5,0.3856796612148621,1.0
junyi,20,brier,LLM-Mini,TrainEmpDiff,-0.00013094080524889696,-0.00044600108449612615,0.0001841194739983322,-0.3642842045208032,5,0.46102577885229495,1.0
junyi,20,log_loss,LLM-5.4,TrainEmpDiff,-0.000220257716708705,-0.0009745789961238044,0.0005340635627063945,-0.2559415502077369,5,0.5977423872682478,1.0
junyi,20,auc,LLM-5.4,TrainEmpDiff,0.0005531512067137756,-0.0011745163044246008,0.0022808187178521523,0.2806419333337754,5,0.5643496062806149,1.0
junyi,20,brier,LLM-5.4,TrainEmpDiff,-8.816527504701966e-05,-0.0003974086332626456,0.0002210780831686063,-0.2498940670732252,5,0.606104235101727,1.0
junyi,warm,log_loss,LLM-Mini,Standard,0.000265507488531036,-0.00022083554001255806,0.00075185051707463,0.4785169453833584,5,0.34488327544708514,1.0
junyi,warm,auc,LLM-Mini,Standard,-0.0002095145224414896,-0.0005924385028581007,0.00017340945797512155,-0.47958180144731627,5,0.34393057230115803,1.0
junyi,warm,brier,LLM-Mini,Standard,8.645330077828307e-05,-4.4298878725975625e-05,0.00021720548028254176,0.5795282327743924,5,0.26471266927235965,1.0
junyi,warm,log_loss,LLM-5.4,Standard,0.00027142963259765287,-0.0002290422194977423,0.000771901484693048,0.47538017387917886,5,0.3476974692188267,1.0
junyi,warm,auc,LLM-5.4,Standard,-0.0002180618688227165,-0.0006175418473485571,0.00018141810970312406,-0.47846067858508584,5,0.34493189548836845,1.0
junyi,warm,brier,LLM-5.4,Standard,8.807093313721314e-05,-4.7903376533580416e-05,0.0002240452428080067,0.5676998887946624,5,0.27309724943400987,1.0
junyi,warm,log_loss,LLM-Mini,Random-Scalar,-4.020402157265401e-05,-8.722349024098343e-05,6.815447095675405e-06,-0.7493451410363685,5,0.16906650281167507,1.0
junyi,warm,auc,LLM-Mini,Random-Scalar,3.729918920345465e-05,-1.8897706103761614e-05,9.349608451067091e-05,0.5816884000969587,5,0.26317277231569397,1.0
junyi,warm,brier,LLM-Mini,Random-Scalar,-1.3357376552786127e-05,-2.8782147319921002e-05,2.06739421434875e-06,-0.7586243785560308,5,0.16487590390708626,1.0
junyi,warm,log_loss,LLM-5.4,Random-Scalar,-3.428187750603717e-05,-7.70987154083916e-05,8.534960396317252e-06,-0.701668820151093,5,0.19166041230337733,1.0
junyi,warm,auc,LLM-5.4,Random-Scalar,2.8751842822227756e-05,-2.6409057818306306e-05,8.391274346276182e-05,0.45681083874947825,5,0.3647179914913057,1.0
junyi,warm,brier,LLM-5.4,Random-Scalar,-1.1739744193856039e-05,-2.6426113823272362e-05,2.946625435560286e-06,-0.700254845075947,5,0.19223733251275668,1.0
junyi,warm,log_loss,LLM-Mini,TrainEmpDiff,-1.4471646845815034e-05,-4.631760025334071e-05,1.737430656171064e-05,-0.3982128309067513,5,0.4234348685757909,1.0
junyi,warm,auc,LLM-Mini,TrainEmpDiff,1.6408542974311047e-05,-1.801357366996662e-05,5.083065961858871e-05,0.4177273776504259,5,0.40303960726175214,1.0
junyi,warm,brier,LLM-Mini,TrainEmpDiff,-4.061022371548706e-06,-1.5850177410244948e-05,7.728132667147536e-06,-0.30171783902958327,5,0.536588585415566,1.0
junyi,warm,log_loss,LLM-5.4,TrainEmpDiff,-8.549502779198192e-06,-2.6732054216939817e-05,9.633048658543434e-06,-0.4119531132658044,5,0.40889244196577706,1.0
junyi,warm,auc,LLM-5.4,TrainEmpDiff,7.861196593084153e-06,-1.565422179688283e-05,3.1376614983051136e-05,0.2929173948138787,5,0.5480907352091053,1.0
junyi,warm,brier,LLM-5.4,TrainEmpDiff,-2.443390012618618e-06,-9.208833564943757e-06,4.322053539706521e-06,-0.31615880105611327,5,0.5180930685561475,1.0
